Day,Month,Year,soil_moisture,Probe
15,8,2013,60.67645833,20922
15,9,2012,36.59840278,20922
15,9,2013,60.54833333,20922
15,10,2012,34.201875,20922
15,10,2013,60.48444444,20922
15,11,2012,34.62409722,20922
15,11,2013,31.17173611,20922
15,12,2012,33.66048611,20922
15,12,2013,64.33145833,20922
16,1,2013,33.62819444,20922
16,1,2014,75.56847222,20922
16,2,2013,36.50534722,20922
16,2,2014,80.27409681,20922
16,3,2013,37.37458333,20922
16,3,2014,82.40789035,20922
16,4,2013,37.74909722,20922
16,4,2014,75.52559942,20922
16,5,2013,65.65236111,20922
16,6,2013,62.85125,20922
16,7,2013,61.45861111,20922
16,8,2013,60.65458333,20922
16,9,2012,36.475625,20922
16,9,2013,60.58034722,20922
16,10,2012,34.16402778,20922
16,10,2013,60.60138889,20922
16,11,2012,34.633125,20922
16,11,2013,64.26380256,20922
16,12,2012,33.63479167,20922
16,12,2013,64.34340278,20922
17,1,2013,33.82618056,20922
17,1,2014,75.22162879,20922
17,2,2013,36.47618056,20922
17,2,2014,83.77743155,20922
17,3,2013,37.45402778,20922
17,3,2014,82.49055766,20922
17,4,2013,37.57013889,20922
17,4,2014,75.33218254,20922
17,5,2013,65.55652778,20922
17,6,2013,62.79611111,20922
17,7,2013,61.42041667,20922
17,8,2013,60.63208333,20922
17,9,2012,36.32888889,20922
17,9,2013,60.55638889,20922
17,10,2012,34.36840278,20922
17,10,2013,60.66506944,20922
17,11,2012,34.62465278,20922
17,11,2013,64.85277778,20922
17,12,2012,33.60145833,20922
17,12,2013,64.30555556,20922
18,1,2013,34.0325,20922
18,1,2014,74.83508578,20922
18,2,2013,36.40888889,20922
18,2,2014,80.41740834,20922
18,3,2013,37.49201389,20922
18,3,2014,82.7444246,20922
18,4,2013,37.37013889,20922
18,4,2014,76.46443326,20922
18,5,2013,65.43743056,20922
18,6,2013,62.73298611,20922
18,7,2013,61.41375,20922
18,8,2013,60.61993056,20922
18,9,2012,36.16895833,20922
18,9,2013,60.57979167,20922
18,10,2012,34.62152778,20922
18,10,2013,60.67951389,20922
18,11,2012,34.60881944,20922
18,11,2013,64.83979167,20922
18,12,2012,33.56701389,20922
18,12,2013,64.229375,20922
19,1,2013,34.23798611,20922
19,1,2014,74.44888889,20922
19,2,2013,36.30652778,20922
19,2,2014,80.5645843,20922
19,3,2013,37.54965278,20922
19,3,2014,82.45438889,20922
19,4,2013,37.20159722,20922
19,4,2014,74.02708047,20922
19,5,2013,65.351875,20922
19,6,2013,62.65611111,20922
19,7,2013,61.39469935,20922
19,8,2013,60.59513889,20922
19,9,2012,36.03152778,20922
19,9,2013,60.63006944,20922
19,10,2012,34.534375,20922
19,10,2013,60.56701389,20922
19,11,2012,34.61625,20922
19,11,2013,64.77555556,20922
19,12,2012,33.54055556,20922
19,12,2013,64.17798611,20922
20,1,2013,34.41652778,20922
20,1,2014,74.05409722,20922
20,2,2013,36.19326389,20922
20,2,2014,79.41632189,20922
20,3,2013,37.56541667,20922
20,3,2014,82.5684537,20922
20,4,2013,37.10444444,20922
20,4,2014,74.14842474,20922
20,5,2013,65.27423611,20922
20,6,2013,62.59868056,20922
20,7,2013,61.35638889,20922
20,8,2013,60.529375,20922
20,9,2012,35.89277778,20922
20,9,2013,60.66784722,20922
20,10,2012,34.50833333,20922
20,10,2013,60.50118056,20922
20,11,2012,34.61402778,20922
20,11,2013,65.08527778,20922
20,12,2012,33.51993056,20922
20,12,2013,64.16354167,20922
21,1,2013,34.59652778,20922
21,1,2014,73.64986111,20922
21,2,2013,36.26902778,20922
21,2,2014,78.87326389,20922
21,3,2013,37.71493056,20922
21,3,2014,82.5105033,20922
21,4,2013,37.21090278,20922
21,4,2014,72.87116823,20922
21,5,2013,65.17861111,20922
21,6,2013,62.54305556,20922
21,7,2013,61.341875,20922
21,8,2013,60.51034722,20922
21,9,2012,35.77840278,20922
21,9,2013,60.64840278,20922
21,10,2012,34.52277778,20922
21,10,2013,60.57798611,20922
21,11,2012,34.59861111,20922
21,11,2013,66.07180556,20922
21,12,2012,33.48763889,20922
21,12,2013,64.11513889,20922
22,1,2013,34.76,20922
22,1,2014,73.10668651,20922
22,2,2013,36.47909722,20922
22,2,2014,78.25055556,20922
22,3,2013,37.875,20922
22,3,2014,81.70106582,20922
22,4,2013,37.43,20922
22,4,2014,71.843,20922
22,5,2013,65.07833333,20922
22,6,2013,62.48548611,20922
22,7,2013,61.30208333,20922
22,8,2013,60.54368056,20922
22,9,2012,35.67472222,20922
22,9,2013,60.44548611,20922
22,10,2012,34.55479167,20922
22,10,2013,60.46486111,20922
22,11,2012,34.57743056,20922
22,11,2013,65.70296296,20922
22,12,2012,33.46354167,20922
22,12,2013,64.04979167,20922
23,1,2013,34.91916667,20922
23,1,2014,72.52,20922
23,2,2013,36.60381944,20922
23,2,2014,79.7300944,20922
23,3,2013,37.99069444,20922
23,3,2014,81.41731481,20922
23,4,2013,37.57118056,20922
23,4,2014,71.42832997,20922
23,5,2013,64.97430556,20922
23,6,2013,62.42638889,20922
23,7,2013,61.23576389,20922
23,8,2013,60.47451389,20922
23,9,2012,35.57368056,20922
23,9,2013,60.41638889,20922
23,10,2012,34.54763889,20922
23,10,2013,60.37020833,20922
23,11,2012,34.57333333,20922
23,11,2013,65.5200463,20922
23,12,2012,33.45638889,20922
23,12,2013,64.02659722,20922
24,1,2013,35.08861111,20922
24,1,2014,71.95006944,20922
24,2,2013,36.61465278,20922
24,2,2014,78.9829398,20922
24,3,2013,38.05819444,20922
24,3,2014,82.69585085,20922
24,4,2013,37.62902778,20922
24,4,2014,70.60644546,20922
24,5,2013,64.84451389,20922
24,6,2013,62.40993056,20922
24,7,2013,61.20118056,20922
24,8,2013,60.48389583,20922
24,9,2012,35.49833333,20922
24,9,2013,60.48479167,20922
24,10,2012,34.56340278,20922
24,10,2013,60.364375,20922
24,11,2012,34.54520833,20922
24,11,2013,65.41648148,20922
24,12,2012,33.44125,20922
24,12,2013,63.99770833,20922
25,1,2013,35.26555556,20922
25,1,2014,71.35666667,20922
25,2,2013,36.6175,20922
25,2,2014,77.54742845,20922
25,3,2013,38.10625,20922
25,3,2014,82.04494263,20922
25,4,2013,67.62306667,20922
25,4,2014,69.96573377,20922
25,5,2013,64.72375,20922
25,6,2013,62.37333333,20922
25,7,2013,61.19409722,20922
25,8,2013,32.93875,20922
25,9,2012,35.40409722,20922
25,9,2013,60.57,20922
25,10,2012,34.57097222,20922
25,10,2013,60.46398757,20922
25,11,2012,34.500625,20922
25,11,2013,65.31532407,20922
25,12,2012,33.41465278,20922
25,12,2013,63.94513889,20922
26,1,2013,35.42618056,20922
26,1,2014,70.90901389,20922
26,2,2013,36.59347222,20922
26,2,2014,77.7708751,20922
26,3,2013,38.12784722,20922
26,3,2014,80.53430692,20922
26,4,2013,67.63964957,20922
26,4,2014,70.08067616,20922
26,5,2013,64.60708333,20922
26,6,2013,62.34694444,20922
26,7,2013,61.15104167,20922
26,8,2013,32.925,20922
26,9,2012,35.31229167,20922
26,9,2013,60.634375,20922
26,10,2012,34.57847222,20922
26,10,2013,60.53147876,20922
26,11,2012,34.45506944,20922
26,11,2013,65.18189815,20922
26,12,2012,33.38173611,20922
26,12,2013,63.85923611,20922
27,1,2013,35.59805556,20922
27,1,2014,75.2057702,20922
27,2,2013,36.56020833,20922
27,2,2014,77.75978984,20922
27,3,2013,38.14451389,20922
27,3,2014,80.23495833,20922
27,4,2013,37.615625,20922
27,4,2014,69.01741107,20922
27,5,2013,64.5,20922
27,6,2013,62.28393282,20922
27,7,2013,61.12652778,20922
27,8,2013,32.91645833,20922
27,9,2012,35.20111111,20922
27,9,2013,60.67763889,20922
27,10,2012,34.563125,20922
27,10,2013,60.54340278,20922
27,11,2012,34.42354167,20922
27,11,2013,65.11451389,20922
27,12,2012,33.365625,20922
27,12,2013,63.766875,20922
28,1,2013,35.735,20922
28,1,2014,76.90052083,20922
28,2,2013,36.48881944,20922
28,2,2014,76.99742708,20922
28,3,2013,38.15402778,20922
28,3,2014,79.26296627,20922
28,4,2013,37.57541667,20922
28,4,2014,69.47527778,20922
28,5,2013,64.39659722,20922
28,6,2013,62.24209515,20922
28,7,2013,61.10423611,20922
28,8,2013,32.90666667,20922
28,9,2012,35.09611111,20922
28,9,2013,60.69833333,20922
28,10,2012,34.54305556,20922
28,10,2013,60.53979167,20922
28,11,2012,34.371875,20922
28,11,2013,65.14976478,20922
28,12,2012,33.35895833,20922
28,12,2013,63.74208333,20922
29,1,2013,35.86659722,20922
29,1,2014,77.18631944,20922
29,3,2013,38.14784722,20922
29,3,2014,79.33486111,20922
29,4,2013,37.50319444,20922
29,4,2014,68.68559676,20922
29,5,2013,64.31180556,20922
29,6,2013,62.19583333,20922
29,7,2013,61.06048611,20922
29,8,2013,32.91173611,20922
29,9,2012,35.02291667,20922
29,9,2013,60.50902778,20922
29,10,2012,34.54979167,20922
29,10,2013,60.55006944,20922
29,11,2012,34.33944444,20922
29,11,2013,65.31194444,20922
29,12,2012,33.34638889,20922
29,12,2013,63.72576389,20922
30,1,2013,35.98291667,20922
30,1,2014,77.40069444,20922
30,3,2013,38.14430556,20922
30,3,2014,78.84805556,20922
30,4,2013,37.40243056,20922
30,4,2014,67.73792398,20922
30,5,2013,64.21951389,20922
30,6,2013,62.15958333,20922
30,7,2013,60.97090278,20922
30,8,2013,32.92368056,20922
30,9,2012,34.96145833,20922
30,9,2013,60.35401652,20922
30,10,2012,34.56763889,20922
30,10,2013,60.65069444,20922
30,11,2012,34.27298611,20922
30,11,2013,65.28319444,20922
30,12,2012,33.3325,20922
30,12,2013,63.72423611,20922
31,1,2013,36.05777778,20922
31,1,2014,78.13130435,20922
31,3,2013,38.11194444,20922
31,3,2014,78.55050725,20922
31,5,2013,64.11165365,20922
31,7,2013,60.94361548,20922
31,8,2013,32.90611111,20922
31,10,2012,34.56444444,20922
31,10,2013,60.71236972,20922
31,12,2012,33.31597222,20922
31,12,2013,63.69388889,20922
 ,,,,
