

   Time         sum(rTop)     sum(rRoot)    sum(vTop)     sum(vRoot)     sum(vBot)    hTop       hRoot      hBot      A-level
    [T]           [L]           [L]           [L]           [L]            [L]        [L]         [L]       [L] 

  3002.55000  0.510808E+03  0.100314E+03  0.149679E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.496    3002
  3003.55000  0.510890E+03  0.100332E+03  0.149694E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.494    3003
  3004.54000  0.510971E+03  0.100350E+03  0.149709E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.492    3004
  3005.54000  0.511036E+03  0.100364E+03  0.149725E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.489    3005
  3006.54000  0.511085E+03  0.100375E+03  0.149740E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.487    3006
  3007.54000  0.511134E+03  0.100386E+03  0.149756E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.485    3007
  3008.54000  0.511158E+03  0.100391E+03  0.149771E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.482    3008
  3009.54000  0.511183E+03  0.100397E+03  0.149786E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.480    3009
  3010.54000  0.511289E+03  0.100420E+03  0.149802E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.478    3010
  3011.54000  0.511559E+03  0.100480E+03  0.149817E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.476    3011
  3012.54000  0.512059E+03  0.100591E+03  0.149832E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.473    3012
  3013.54000  0.512763E+03  0.100747E+03  0.149847E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.471    3013
  3014.54000  0.513590E+03  0.100930E+03  0.149863E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.469    3014
  3015.54000  0.514482E+03  0.101127E+03  0.149878E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.466    3015
  3016.54000  0.515415E+03  0.101334E+03  0.149893E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.464    3016
  3017.54000  0.516283E+03  0.101526E+03  0.149908E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.462    3017
  3018.54000  0.516971E+03  0.101678E+03  0.149923E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.459    3018
  3019.54000  0.517454E+03  0.101785E+03  0.149939E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.457    3019
  3020.54000  0.517708E+03  0.101842E+03  0.149954E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.455    3020
  3021.54000  0.517839E+03  0.101871E+03  0.149969E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.452    3021
  3022.54000  0.517969E+03  0.101900E+03  0.149984E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.450    3022
  3023.54000  0.518100E+03  0.101929E+03  0.149999E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.448    3023
  3024.54000  0.518231E+03  0.101957E+03  0.150015E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.445    3024
  3025.54000  0.518337E+03  0.101981E+03  0.150030E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.443    3025
  3026.54000  0.518419E+03  0.101999E+03  0.150045E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.441    3026
  3027.54000  0.518501E+03  0.102017E+03  0.150060E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.438    3027
  3028.54000  0.518583E+03  0.102035E+03  0.150075E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.436    3028
  3029.54000  0.518665E+03  0.102053E+03  0.150090E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.434    3029
  3030.54000  0.518730E+03  0.102068E+03  0.150105E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.431    3030
  3031.54000  0.518779E+03  0.102079E+03  0.150120E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.429    3031
  3032.54000  0.518804E+03  0.102084E+03  0.150135E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.427    3032
  3033.54000  0.518828E+03  0.102090E+03  0.150150E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.424    3033
  3034.54000  0.518935E+03  0.102113E+03  0.150165E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.422    3034
  3035.54000  0.519221E+03  0.102177E+03  0.150180E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.420    3035
  3036.54000  0.519762E+03  0.102296E+03  0.150195E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.417    3036
  3037.54000  0.520597E+03  0.102481E+03  0.150210E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.415    3037
  3038.54000  0.521661E+03  0.102717E+03  0.150225E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.413    3038
  3039.54000  0.522791E+03  0.102967E+03  0.150240E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.410    3039
  3040.54000  0.523831E+03  0.103197E+03  0.150255E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.408    3040
  3041.54000  0.524740E+03  0.103398E+03  0.150270E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.406    3041
  3042.54000  0.525468E+03  0.103560E+03  0.150285E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.403    3042
  3043.54000  0.525927E+03  0.103661E+03  0.150300E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.401    3043
  3044.54000  0.526156E+03  0.103712E+03  0.150315E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.399    3044
  3045.54000  0.526304E+03  0.103745E+03  0.150330E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.396    3045
  3046.54000  0.526467E+03  0.103781E+03  0.150345E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.394    3046
  3047.54000  0.526614E+03  0.103814E+03  0.150360E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.392    3047
  3048.54000  0.526786E+03  0.103852E+03  0.150375E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.389    3048
  3049.54000  0.527040E+03  0.103908E+03  0.150390E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.387    3049
  3050.54000  0.527310E+03  0.103968E+03  0.150404E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.385    3050
  3051.54000  0.527515E+03  0.104013E+03  0.150419E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.382    3051
  3052.54000  0.527678E+03  0.104049E+03  0.150434E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.380    3052
  3053.54000  0.527866E+03  0.104091E+03  0.150449E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.378    3053
  3054.54000  0.528055E+03  0.104133E+03  0.150464E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.375    3054
  3055.54000  0.528218E+03  0.104169E+03  0.150479E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.373    3055
  3056.54000  0.528324E+03  0.104192E+03  0.150493E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.371    3056
  3057.54000  0.528390E+03  0.104207E+03  0.150508E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.368    3057
  3058.54000  0.528537E+03  0.104240E+03  0.150523E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.366    3058
  3059.54000  0.528872E+03  0.104314E+03  0.150538E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.364    3059
  3060.54000  0.529495E+03  0.104452E+03  0.150552E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.361    3060
  3061.54000  0.530404E+03  0.104653E+03  0.150567E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.359    3061
  3062.54000  0.531525E+03  0.104901E+03  0.150582E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.357    3062
  3063.54000  0.532754E+03  0.105173E+03  0.150597E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.354    3063
  3064.54000  0.533998E+03  0.105449E+03  0.150611E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.352    3064
  3065.54000  0.535136E+03  0.105701E+03  0.150626E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.350    3065
  3066.54000  0.536069E+03  0.105907E+03  0.150641E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.347    3066
  3067.54000  0.536757E+03  0.106059E+03  0.150655E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.345    3067
  3068.54000  0.537133E+03  0.106143E+03  0.150670E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.343    3068
  3069.54000  0.537281E+03  0.106176E+03  0.150685E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.340    3069
  3070.53000  0.537403E+03  0.106202E+03  0.150699E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.338    3070
  3071.53000  0.537591E+03  0.106244E+03  0.150714E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.336    3071
  3072.53000  0.537803E+03  0.106291E+03  0.150728E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.333    3072
  3073.53000  0.537991E+03  0.106333E+03  0.150743E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.331    3073
  3074.53000  0.538155E+03  0.106369E+03  0.150758E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.329    3074
  3075.53000  0.538303E+03  0.106402E+03  0.150772E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.326    3075
  3076.53000  0.538409E+03  0.106425E+03  0.150787E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.324    3076
  3077.53000  0.538516E+03  0.106449E+03  0.150801E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.322    3077
  3078.53000  0.538663E+03  0.106481E+03  0.150816E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.319    3078
  3079.53000  0.538827E+03  0.106518E+03  0.150830E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.317    3079
  3080.53000  0.538975E+03  0.106550E+03  0.150845E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.315    3080
  3081.53000  0.539106E+03  0.106579E+03  0.150859E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.313    3081
  3082.53000  0.539318E+03  0.106626E+03  0.150874E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.310    3082
  3083.53000  0.539711E+03  0.106713E+03  0.150888E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.308    3083
  3084.53000  0.540309E+03  0.106846E+03  0.150903E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.306    3084
  3085.53000  0.541078E+03  0.107016E+03  0.150917E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.303    3085
  3086.53000  0.541930E+03  0.107205E+03  0.150932E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.301    3086
  3087.53000  0.542839E+03  0.107406E+03  0.150946E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.299    3087
  3088.53000  0.543772E+03  0.107613E+03  0.150961E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.296    3088
  3089.53000  0.544648E+03  0.107806E+03  0.150975E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.294    3089
  3090.53000  0.545401E+03  0.107973E+03  0.150990E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.292    3090
  3091.53000  0.545925E+03  0.108089E+03  0.151004E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.289    3091
  3092.53000  0.546195E+03  0.108149E+03  0.151019E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.287    3092
  3093.53000  0.546342E+03  0.108182E+03  0.151033E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.285    3093
  3094.53000  0.546473E+03  0.108211E+03  0.151047E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.282    3094
  3095.53000  0.546604E+03  0.108240E+03  0.151062E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.280    3095
  3096.53000  0.546735E+03  0.108269E+03  0.151076E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.278    3096
  3097.53000  0.546866E+03  0.108297E+03  0.151090E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.275    3097
  3098.53000  0.546972E+03  0.108321E+03  0.151105E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.273    3098
  3099.53000  0.547079E+03  0.108345E+03  0.151119E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.271    3099
  3100.53000  0.547209E+03  0.108373E+03  0.151133E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.268    3100
  3101.53000  0.547340E+03  0.108402E+03  0.151148E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.266    3101
  3102.53000  0.547488E+03  0.108435E+03  0.151162E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.264    3102
  3103.53000  0.547636E+03  0.108468E+03  0.151176E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.261    3103
  3104.53000  0.547742E+03  0.108491E+03  0.151191E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.259    3104
  3105.53000  0.547824E+03  0.108509E+03  0.151205E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.257    3105
  3106.53000  0.547971E+03  0.108542E+03  0.151219E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.254    3106
  3107.53000  0.548200E+03  0.108593E+03  0.151233E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.252    3107
  3108.53000  0.548528E+03  0.108665E+03  0.151248E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.250    3108
  3109.53000  0.549126E+03  0.108798E+03  0.151262E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.247    3109
  3110.53000  0.549952E+03  0.108981E+03  0.151276E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.245    3110
  3111.53000  0.550845E+03  0.109178E+03  0.151291E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.243    3111
  3112.53000  0.551762E+03  0.109381E+03  0.151305E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.240    3112
  3113.53000  0.552638E+03  0.109575E+03  0.151319E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.238    3113
  3114.53000  0.553391E+03  0.109742E+03  0.151333E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.236    3114
  3115.53000  0.553956E+03  0.109867E+03  0.151347E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.233    3115
  3116.53000  0.554292E+03  0.109941E+03  0.151361E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.231    3116
  3117.53000  0.554422E+03  0.109970E+03  0.151375E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.229    3117
  3118.53000  0.554513E+03  0.109990E+03  0.151390E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.227    3118
  3119.53000  0.554643E+03  0.110019E+03  0.151404E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.224    3119
  3120.53000  0.554774E+03  0.110048E+03  0.151418E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.222    3120
  3121.53000  0.554881E+03  0.110072E+03  0.151432E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.220    3121
  3122.53000  0.554962E+03  0.110090E+03  0.151446E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.217    3122
  3123.53000  0.555069E+03  0.110113E+03  0.151460E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.215    3123
  3124.53000  0.555216E+03  0.110146E+03  0.151474E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.213    3124
  3125.53000  0.555380E+03  0.110182E+03  0.151488E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.210    3125
  3126.53000  0.555504E+03  0.110209E+03  0.151503E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.208    3126
  3127.53000  0.555585E+03  0.110228E+03  0.151517E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.206    3127
  3128.53000  0.555651E+03  0.110242E+03  0.151531E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.203    3128
  3129.53000  0.555717E+03  0.110257E+03  0.151545E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.201    3129
  3130.53000  0.555881E+03  0.110293E+03  0.151559E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.199    3130
  3131.53000  0.556250E+03  0.110374E+03  0.151573E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.196    3131
  3132.53000  0.556888E+03  0.110516E+03  0.151587E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.194    3132
  3133.53000  0.557715E+03  0.110699E+03  0.151601E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.192    3133
  3134.53000  0.558583E+03  0.110891E+03  0.151615E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.189    3134
  3135.53000  0.559491E+03  0.111092E+03  0.151629E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.187    3135
  3136.52000  0.560416E+03  0.111297E+03  0.151642E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.185    3136
  3137.52000  0.561268E+03  0.111485E+03  0.151656E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.182    3137
  3138.52000  0.561972E+03  0.111641E+03  0.151670E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.180    3138
  3139.52000  0.562472E+03  0.111752E+03  0.151684E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.178    3139
  3140.52000  0.562726E+03  0.111808E+03  0.151698E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.175    3140
  3141.52000  0.562832E+03  0.111832E+03  0.151712E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.173    3141
  3142.52000  0.562939E+03  0.111855E+03  0.151726E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.171    3142
  3143.52000  0.563045E+03  0.111879E+03  0.151740E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.168    3143
  3144.52000  0.563127E+03  0.111897E+03  0.151754E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.165    3144
  3145.52000  0.563193E+03  0.111911E+03  0.151768E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.163    3145
  3146.52000  0.563242E+03  0.111922E+03  0.151782E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.160    3146
  3147.52000  0.563291E+03  0.111933E+03  0.151795E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.158    3147
  3148.52000  0.563341E+03  0.111944E+03  0.151809E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.155    3148
  3149.52000  0.563390E+03  0.111955E+03  0.151823E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.152    3149
  3150.52000  0.563439E+03  0.111965E+03  0.151837E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.150    3150
  3151.52000  0.563488E+03  0.111976E+03  0.151851E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.147    3151
