

   Time         sum(rTop)     sum(rRoot)    sum(vTop)     sum(vRoot)     sum(vBot)    hTop       hRoot      hBot      A-level
    [T]           [L]           [L]           [L]           [L]            [L]        [L]         [L]       [L] 

  2789.58000  0.452710E+03  0.874491E+02  0.146003E+02  0.000000E+00 -0.696036E-04  -3068.900      0.000    104.967    2789
  2790.58000  0.452792E+03  0.874672E+02  0.146023E+02  0.000000E+00 -0.696036E-04  -3069.200      0.000    104.965    2790
  2791.58000  0.452874E+03  0.874854E+02  0.146042E+02  0.000000E+00 -0.696036E-04  -3069.100      0.000    104.963    2791
  2792.58000  0.452956E+03  0.875035E+02  0.146062E+02  0.000000E+00 -0.696036E-04  -3071.000      0.000    104.961    2792
  2793.58000  0.453038E+03  0.875216E+02  0.146082E+02  0.000000E+00 -0.696036E-04  -3073.700      0.000    104.959    2793
  2794.58000  0.453144E+03  0.875452E+02  0.146101E+02  0.000000E+00 -0.696036E-04  -3073.800      0.000    104.957    2794
  2795.58000  0.453291E+03  0.875778E+02  0.146120E+02  0.000000E+00 -0.696036E-04  -3073.800      0.000    104.955    2795
  2796.58000  0.453480E+03  0.876194E+02  0.146140E+02  0.000000E+00 -0.696036E-04  -3073.800      0.000    104.953    2796
  2797.58000  0.453750E+03  0.876792E+02  0.146159E+02  0.000000E+00 -0.696036E-04  -3073.800      0.000    104.951    2797
  2798.58000  0.454078E+03  0.877517E+02  0.146178E+02  0.000000E+00 -0.696036E-04  -3073.800      0.000    104.949    2798
  2799.58000  0.454430E+03  0.878296E+02  0.146197E+02  0.000000E+00 -0.696036E-04  -3073.800      0.000    104.947    2799
  2800.58000  0.454823E+03  0.879166E+02  0.146217E+02  0.000000E+00 -0.696036E-04  -3073.800      0.000    104.945    2800
  2801.58000  0.455363E+03  0.880363E+02  0.146236E+02  0.000000E+00 -0.696036E-04  -3073.300      0.000    104.943    2801
  2802.58000  0.455928E+03  0.881614E+02  0.146255E+02  0.000000E+00 -0.696036E-04  -3072.700      0.000    104.941    2802
  2803.58000  0.456280E+03  0.882393E+02  0.146274E+02  0.000000E+00 -0.696036E-04  -3073.600      0.000    104.939    2803
  2804.58000  0.456444E+03  0.882756E+02  0.146294E+02  0.000000E+00 -0.696036E-04  -3073.800      0.000    104.937    2804
  2805.57000  0.456525E+03  0.882935E+02  0.146312E+02  0.000000E+00 -0.696036E-04  -3073.800      0.000    104.935    2805
  2806.57000  0.456591E+03  0.883081E+02  0.146332E+02  0.000000E+00 -0.696036E-04  -3073.800      0.000    104.933    2806
  2807.57000  0.456640E+03  0.883189E+02  0.146351E+02  0.000000E+00 -0.696036E-04  -3073.800      0.000    104.931    2807
  2808.57000  0.456689E+03  0.883298E+02  0.146370E+02  0.000000E+00 -0.696036E-04  -3073.800      0.000    104.929    2808
  2809.57000  0.456738E+03  0.883406E+02  0.146389E+02  0.000000E+00 -0.696036E-04  -3073.800      0.000    104.927    2809
  2810.57000  0.456787E+03  0.883514E+02  0.146408E+02  0.000000E+00 -0.696036E-04  -3073.800      0.000    104.925    2810
  2811.57000  0.456836E+03  0.883623E+02  0.146427E+02  0.000000E+00 -0.696036E-04  -3073.800      0.000    104.923    2811
  2812.57000  0.456860E+03  0.883678E+02  0.146446E+02  0.000000E+00 -0.696036E-04  -3073.800      0.000    104.921    2812
  2813.57000  0.456860E+03  0.883678E+02  0.146446E+02  0.000000E+00 -0.696036E-04  -2750.318      0.000    104.919    2813
  2814.57000  0.456860E+03  0.883678E+02  0.146446E+02  0.000000E+00 -0.696036E-04  -2535.566      0.000    104.917    2814
  2815.57000  0.456860E+03  0.883678E+02  0.146446E+02  0.000000E+00 -0.696036E-04  -2347.815      0.000    104.915    2815
  2816.57000  0.456860E+03  0.883678E+02  0.146446E+02  0.000000E+00 -0.696036E-04  -2182.633      0.000    104.913    2816
  2817.57000  0.456860E+03  0.883678E+02  0.146446E+02  0.000000E+00 -0.696036E-04  -2066.600      0.000    104.911    2817
  2818.57000  0.456926E+03  0.883823E+02  0.146539E+02  0.000000E+00 -0.696036E-04  -3082.400      0.000    104.909    2818
  2819.57000  0.457155E+03  0.884331E+02  0.146560E+02  0.000000E+00 -0.696036E-04  -3082.400      0.000    104.907    2819
  2820.57000  0.457630E+03  0.885382E+02  0.146580E+02  0.000000E+00 -0.696036E-04  -3082.400      0.000    104.905    2820
  2821.57000  0.458318E+03  0.886905E+02  0.146600E+02  0.000000E+00 -0.696036E-04  -3082.400      0.000    104.903    2821
  2822.57000  0.459153E+03  0.888754E+02  0.146620E+02  0.000000E+00 -0.696036E-04  -3080.200      0.000    104.901    2822
  2823.57000  0.460070E+03  0.890784E+02  0.146640E+02  0.000000E+00 -0.696036E-04  -3077.100      0.000    104.899    2823
  2824.57000  0.460987E+03  0.892815E+02  0.146659E+02  0.000000E+00 -0.696036E-04  -3073.100      0.000    104.897    2824
  2825.57000  0.461838E+03  0.894700E+02  0.146679E+02  0.000000E+00 -0.696036E-04  -3069.900      0.000    104.895    2825
  2826.57000  0.462526E+03  0.896223E+02  0.146698E+02  0.000000E+00 -0.696036E-04  -3068.500      0.000    104.893    2826
  2827.57000  0.463009E+03  0.897293E+02  0.146717E+02  0.000000E+00 -0.696036E-04  -3067.800      0.000    104.891    2827
  2828.57000  0.463262E+03  0.897855E+02  0.146736E+02  0.000000E+00 -0.696036E-04  -3067.600      0.000    104.889    2828
  2829.57000  0.463394E+03  0.898145E+02  0.146755E+02  0.000000E+00 -0.696036E-04  -3068.400      0.000    104.887    2829
  2830.57000  0.463500E+03  0.898380E+02  0.146774E+02  0.000000E+00 -0.696036E-04  -3069.600      0.000    104.885    2830
  2831.57000  0.463582E+03  0.898562E+02  0.146793E+02  0.000000E+00 -0.696036E-04  -3070.100      0.000    104.883    2831
  2832.57000  0.463647E+03  0.898707E+02  0.146812E+02  0.000000E+00 -0.696036E-04  -3070.400      0.000    104.881    2832
  2833.57000  0.463696E+03  0.898816E+02  0.146831E+02  0.000000E+00 -0.696036E-04  -3070.400      0.000    104.879    2833
  2834.57000  0.463745E+03  0.898924E+02  0.146850E+02  0.000000E+00 -0.696036E-04  -3069.900      0.000    104.877    2834
  2835.57000  0.463794E+03  0.899033E+02  0.146869E+02  0.000000E+00 -0.696036E-04  -3068.900      0.000    104.875    2835
  2836.57000  0.463843E+03  0.899141E+02  0.146887E+02  0.000000E+00 -0.696036E-04  -3067.900      0.000    104.873    2836
  2837.57000  0.463892E+03  0.899250E+02  0.146906E+02  0.000000E+00 -0.696036E-04  -3067.100      0.000    104.871    2837
  2838.57000  0.463941E+03  0.899358E+02  0.146924E+02  0.000000E+00 -0.696036E-04  -3066.000      0.000    104.868    2838
  2839.57000  0.463990E+03  0.899467E+02  0.146943E+02  0.000000E+00 -0.696036E-04  -3065.600      0.000    104.866    2839
  2840.57000  0.464039E+03  0.899575E+02  0.146961E+02  0.000000E+00 -0.696036E-04  -3066.200      0.000    104.864    2840
  2841.57000  0.464088E+03  0.899684E+02  0.146980E+02  0.000000E+00 -0.696036E-04  -3067.400      0.000    104.862    2841
  2842.57000  0.464195E+03  0.899919E+02  0.146998E+02  0.000000E+00 -0.696036E-04  -3068.900      0.000    104.860    2842
  2843.57000  0.464481E+03  0.900554E+02  0.147017E+02  0.000000E+00 -0.696036E-04  -3069.700      0.000    104.857    2843
  2844.57000  0.465038E+03  0.901786E+02  0.147035E+02  0.000000E+00 -0.696036E-04  -3069.800      0.000    104.855    2844
  2845.57000  0.465848E+03  0.903581E+02  0.147054E+02  0.000000E+00 -0.696036E-04  -3068.300      0.000    104.853    2845
  2846.57000  0.466823E+03  0.905739E+02  0.147072E+02  0.000000E+00 -0.696036E-04  -3065.000      0.000    104.851    2846
  2847.57000  0.467903E+03  0.908131E+02  0.147090E+02  0.000000E+00 -0.696036E-04  -3061.000      0.000    104.849    2847
  2848.57000  0.468984E+03  0.910523E+02  0.147108E+02  0.000000E+00 -0.696036E-04  -3057.000      0.000    104.846    2848
  2849.57000  0.469893E+03  0.912536E+02  0.147126E+02  0.000000E+00 -0.696036E-04  -3054.900      0.000    104.844    2849
  2850.57000  0.470638E+03  0.914185E+02  0.147144E+02  0.000000E+00 -0.696036E-04  -3053.800      0.000    104.842    2850
  2851.57000  0.471285E+03  0.915617E+02  0.147162E+02  0.000000E+00 -0.696036E-04  -3053.700      0.000    104.840    2851
  2852.57000  0.471727E+03  0.916596E+02  0.147180E+02  0.000000E+00 -0.696036E-04  -3054.500      0.000    104.838    2852
  2853.57000  0.472022E+03  0.917249E+02  0.147198E+02  0.000000E+00 -0.696036E-04  -3056.000      0.000    104.836    2853
  2854.57000  0.472275E+03  0.917811E+02  0.147217E+02  0.000000E+00 -0.696036E-04  -3058.900      0.000    104.833    2854
  2855.57000  0.472464E+03  0.918228E+02  0.147235E+02  0.000000E+00 -0.696036E-04  -3061.100      0.000    104.831    2855
  2856.57000  0.472611E+03  0.918554E+02  0.147253E+02  0.000000E+00 -0.696036E-04  -3062.400      0.000    104.829    2856
  2857.57000  0.472742E+03  0.918844E+02  0.147271E+02  0.000000E+00 -0.696036E-04  -3063.000      0.000    104.827    2857
  2858.57000  0.472849E+03  0.919080E+02  0.147289E+02  0.000000E+00 -0.696036E-04  -3063.200      0.000    104.825    2858
  2859.57000  0.472930E+03  0.919262E+02  0.147307E+02  0.000000E+00 -0.696036E-04  -3063.500      0.000    104.823    2859
  2860.57000  0.473012E+03  0.919443E+02  0.147325E+02  0.000000E+00 -0.696036E-04  -3063.200      0.000    104.820    2860
  2861.57000  0.473078E+03  0.919588E+02  0.147343E+02  0.000000E+00 -0.696036E-04  -3062.400      0.000    104.818    2861
  2862.57000  0.473127E+03  0.919697E+02  0.147361E+02  0.000000E+00 -0.696036E-04  -3062.200      0.000    104.816    2862
  2863.57000  0.473176E+03  0.919805E+02  0.147379E+02  0.000000E+00 -0.696036E-04  -3063.000      0.000    104.814    2863
  2864.57000  0.473200E+03  0.919860E+02  0.147397E+02  0.000000E+00 -0.696036E-04  -3065.400      0.000    104.812    2864
  2865.57000  0.473224E+03  0.919915E+02  0.147415E+02  0.000000E+00 -0.696036E-04  -3067.700      0.000    104.810    2865
  2866.57000  0.473273E+03  0.920023E+02  0.147433E+02  0.000000E+00 -0.696036E-04  -3069.600      0.000    104.807    2866
  2867.57000  0.473364E+03  0.920223E+02  0.147451E+02  0.000000E+00 -0.696036E-04  -3072.400      0.000    104.805    2867
  2868.57000  0.473511E+03  0.920549E+02  0.147469E+02  0.000000E+00 -0.696036E-04  -3073.700      0.000    104.803    2868
  2869.57000  0.473699E+03  0.920966E+02  0.147487E+02  0.000000E+00 -0.696036E-04  -3072.600      0.000    104.801    2869
  2870.57000  0.473970E+03  0.921564E+02  0.147504E+02  0.000000E+00 -0.696036E-04  -3070.800      0.000    104.799    2870
  2871.57000  0.474322E+03  0.922344E+02  0.147522E+02  0.000000E+00 -0.696036E-04  -3069.300      0.000    104.797    2871
  2872.56000  0.474751E+03  0.923295E+02  0.147540E+02  0.000000E+00 -0.696036E-04  -3067.100      0.000    104.794    2872
  2873.56000  0.475161E+03  0.924202E+02  0.147557E+02  0.000000E+00 -0.696036E-04  -3065.400      0.000    104.792    2873
  2874.56000  0.475472E+03  0.924890E+02  0.147575E+02  0.000000E+00 -0.696036E-04  -3065.400      0.000    104.790    2874
  2875.56000  0.475701E+03  0.925398E+02  0.147593E+02  0.000000E+00 -0.696036E-04  -3066.800      0.000    104.788    2875
  2876.56000  0.475824E+03  0.925669E+02  0.147611E+02  0.000000E+00 -0.696036E-04  -3068.200      0.000    104.786    2876
  2877.56000  0.475889E+03  0.925814E+02  0.147628E+02  0.000000E+00 -0.696036E-04  -3070.900      0.000    104.783    2877
  2878.56000  0.475938E+03  0.925923E+02  0.147646E+02  0.000000E+00 -0.696036E-04  -3073.800      0.000    104.781    2878
  2879.56000  0.475987E+03  0.926032E+02  0.147664E+02  0.000000E+00 -0.696036E-04  -3076.900      0.000    104.779    2879
  2880.56000  0.476037E+03  0.926141E+02  0.147682E+02  0.000000E+00 -0.696036E-04  -3079.300      0.000    104.777    2880
  2881.56000  0.476086E+03  0.926250E+02  0.147700E+02  0.000000E+00 -0.696036E-04  -3080.800      0.000    104.775    2881
  2882.56000  0.476135E+03  0.926358E+02  0.147717E+02  0.000000E+00 -0.696036E-04  -3081.400      0.000    104.772    2882
  2883.56000  0.476184E+03  0.926467E+02  0.147735E+02  0.000000E+00 -0.696036E-04  -3082.400      0.000    104.770    2883
  2884.56000  0.476233E+03  0.926576E+02  0.147753E+02  0.000000E+00 -0.696036E-04  -3082.400      0.000    104.768    2884
  2885.56000  0.476282E+03  0.926685E+02  0.147770E+02  0.000000E+00 -0.696036E-04  -3082.400      0.000    104.766    2885
  2886.56000  0.476331E+03  0.926794E+02  0.147788E+02  0.000000E+00 -0.696036E-04  -3082.400      0.000    104.763    2886
  2887.56000  0.476380E+03  0.926902E+02  0.147805E+02  0.000000E+00 -0.696036E-04  -3082.400      0.000    104.761    2887
  2888.56000  0.476429E+03  0.927011E+02  0.147823E+02  0.000000E+00 -0.696036E-04  -3082.400      0.000    104.759    2888
  2889.56000  0.476478E+03  0.927120E+02  0.147840E+02  0.000000E+00 -0.696036E-04  -3082.400      0.000    104.757    2889
  2890.56000  0.476568E+03  0.927320E+02  0.147858E+02  0.000000E+00 -0.696036E-04  -3082.400      0.000    104.755    2890
  2891.56000  0.476740E+03  0.927700E+02  0.147875E+02  0.000000E+00 -0.696036E-04  -3082.400      0.000    104.752    2891
  2892.56000  0.477035E+03  0.928353E+02  0.147893E+02  0.000000E+00 -0.696036E-04  -3082.400      0.000    104.750    2892
  2893.56000  0.477518E+03  0.929422E+02  0.147910E+02  0.000000E+00 -0.696036E-04  -3082.400      0.000    104.748    2893
  2894.56000  0.478189E+03  0.930908E+02  0.147928E+02  0.000000E+00 -0.696036E-04  -3082.400      0.000    104.746    2894
  2895.56000  0.478983E+03  0.932666E+02  0.147945E+02  0.000000E+00 -0.696036E-04  -3082.400      0.000    104.743    2895
  2896.56000  0.479818E+03  0.934516E+02  0.147962E+02  0.000000E+00 -0.696036E-04  -3080.800      0.000    104.741    2896
  2897.56000  0.480629E+03  0.936310E+02  0.147979E+02  0.000000E+00 -0.696036E-04  -3078.900      0.000    104.739    2897
  2898.56000  0.481317E+03  0.937833E+02  0.147997E+02  0.000000E+00 -0.696036E-04  -3077.300      0.000    104.736    2898
  2899.56000  0.481775E+03  0.938848E+02  0.148014E+02  0.000000E+00 -0.696036E-04  -3077.900      0.000    104.734    2899
  2900.56000  0.482004E+03  0.939356E+02  0.148031E+02  0.000000E+00 -0.696036E-04  -3079.000      0.000    104.732    2900
  2901.56000  0.482111E+03  0.939591E+02  0.148048E+02  0.000000E+00 -0.696036E-04  -3079.700      0.000    104.730    2901
  2902.56000  0.482176E+03  0.939736E+02  0.148066E+02  0.000000E+00 -0.696036E-04  -3080.700      0.000    104.727    2902
  2903.56000  0.482225E+03  0.939845E+02  0.148083E+02  0.000000E+00 -0.696036E-04  -3080.900      0.000    104.725    2903
  2904.56000  0.482274E+03  0.939954E+02  0.148100E+02  0.000000E+00 -0.696036E-04  -3081.100      0.000    104.723    2904
  2905.56000  0.482340E+03  0.940099E+02  0.148117E+02  0.000000E+00 -0.696036E-04  -3080.800      0.000    104.720    2905
  2906.56000  0.482421E+03  0.940280E+02  0.148134E+02  0.000000E+00 -0.696036E-04  -3080.000      0.000    104.718    2906
  2907.56000  0.482503E+03  0.940461E+02  0.148151E+02  0.000000E+00 -0.696036E-04  -3078.600      0.000    104.716    2907
  2908.56000  0.482568E+03  0.940606E+02  0.148168E+02  0.000000E+00 -0.696036E-04  -3077.500      0.000    104.714    2908
  2909.56000  0.482618E+03  0.940715E+02  0.148185E+02  0.000000E+00 -0.696036E-04  -3077.000      0.000    104.711    2909
  2910.56000  0.482667E+03  0.940824E+02  0.148202E+02  0.000000E+00 -0.696036E-04  -3076.100      0.000    104.709    2910
  2911.56000  0.482716E+03  0.940933E+02  0.148219E+02  0.000000E+00 -0.696036E-04  -3075.400      0.000    104.707    2911
  2912.56000  0.482765E+03  0.941041E+02  0.148236E+02  0.000000E+00 -0.696036E-04  -3075.600      0.000    104.704    2912
  2913.56000  0.482830E+03  0.941186E+02  0.148253E+02  0.000000E+00 -0.696036E-04  -3076.700      0.000    104.702    2913
  2914.56000  0.482977E+03  0.941513E+02  0.148270E+02  0.000000E+00 -0.696036E-04  -3077.000      0.000    104.700    2914
  2915.56000  0.483272E+03  0.942165E+02  0.148287E+02  0.000000E+00 -0.696036E-04  -3077.400      0.000    104.698    2915
  2916.56000  0.483771E+03  0.943272E+02  0.148304E+02  0.000000E+00 -0.696036E-04  -3076.900      0.000    104.695    2916
  2917.56000  0.484476E+03  0.944831E+02  0.148321E+02  0.000000E+00 -0.696036E-04  -3074.600      0.000    104.693    2917
  2918.56000  0.485303E+03  0.946662E+02  0.148338E+02  0.000000E+00 -0.696036E-04  -3071.100      0.000    104.691    2918
  2919.56000  0.486170E+03  0.948583E+02  0.148354E+02  0.000000E+00 -0.696036E-04  -3067.000      0.000    104.689    2919
  2920.56000  0.486997E+03  0.950414E+02  0.148371E+02  0.000000E+00 -0.696036E-04  -3063.000      0.000    104.686    2920
  2921.56000  0.487726E+03  0.952027E+02  0.148387E+02  0.000000E+00 -0.696036E-04  -3060.100      0.000    104.684    2921
  2922.56000  0.488250E+03  0.953187E+02  0.148404E+02  0.000000E+00 -0.696036E-04  -3058.200      0.000    104.682    2922
  2923.56000  0.488545E+03  0.953839E+02  0.148420E+02  0.000000E+00 -0.696036E-04  -3057.600      0.000    104.679    2923
  2924.56000  0.488717E+03  0.954220E+02  0.148437E+02  0.000000E+00 -0.696036E-04  -3057.800      0.000    104.677    2924
  2925.56000  0.488823E+03  0.954455E+02  0.148453E+02  0.000000E+00 -0.696036E-04  -3058.500      0.000    104.675    2925
  2926.56000  0.488905E+03  0.954636E+02  0.148470E+02  0.000000E+00 -0.696036E-04  -3059.100      0.000    104.673    2926
  2927.56000  0.488970E+03  0.954781E+02  0.148487E+02  0.000000E+00 -0.696036E-04  -3060.100      0.000    104.670    2927
  2928.56000  0.489036E+03  0.954926E+02  0.148503E+02  0.000000E+00 -0.696036E-04  -3060.000      0.000    104.668    2928
  2929.56000  0.489101E+03  0.955071E+02  0.148520E+02  0.000000E+00 -0.696036E-04  -3059.600      0.000    104.666    2929
  2930.56000  0.489150E+03  0.955180E+02  0.148536E+02  0.000000E+00 -0.696036E-04  -3058.700      0.000    104.663    2930
  2931.56000  0.489199E+03  0.955289E+02  0.148553E+02  0.000000E+00 -0.696036E-04  -3058.100      0.000    104.661    2931
  2932.56000  0.489248E+03  0.955398E+02  0.148569E+02  0.000000E+00 -0.696036E-04  -3057.500      0.000    104.659    2932
  2933.56000  0.489297E+03  0.955507E+02  0.148586E+02  0.000000E+00 -0.696036E-04  -3056.400      0.000    104.656    2933
  2934.56000  0.489346E+03  0.955615E+02  0.148602E+02  0.000000E+00 -0.696036E-04  -3055.500      0.000    104.654    2934
  2935.56000  0.489395E+03  0.955724E+02  0.148618E+02  0.000000E+00 -0.696036E-04  -3054.700      0.000    104.652    2935
  2936.56000  0.489444E+03  0.955833E+02  0.148635E+02  0.000000E+00 -0.696036E-04  -3055.200      0.000    104.650    2936
  2937.56000  0.489493E+03  0.955942E+02  0.148651E+02  0.000000E+00 -0.696036E-04  -3055.500      0.000    104.647    2937
  2938.55000  0.489542E+03  0.956049E+02  0.148667E+02  0.000000E+00 -0.696036E-04  -3056.100      0.000    104.645    2938
  2939.55000  0.489607E+03  0.956194E+02  0.148684E+02  0.000000E+00 -0.696036E-04  -3056.000      0.000    104.643    2939
  2940.55000  0.489714E+03  0.956429E+02  0.148700E+02  0.000000E+00 -0.696036E-04  -3055.400      0.000    104.640    2940
  2941.55000  0.489902E+03  0.956846E+02  0.148716E+02  0.000000E+00 -0.696036E-04  -3053.400      0.000    104.638    2941
  2942.55000  0.490271E+03  0.957662E+02  0.148732E+02  0.000000E+00 -0.696036E-04  -3050.200      0.000    104.636    2942
  2943.55000  0.490909E+03  0.959077E+02  0.148748E+02  0.000000E+00 -0.696036E-04  -3046.700      0.000    104.633    2943
  2944.55000  0.491695E+03  0.960816E+02  0.148764E+02  0.000000E+00 -0.696036E-04  -3043.100      0.000    104.631    2944
  2945.55000  0.492441E+03  0.962466E+02  0.148780E+02  0.000000E+00 -0.696036E-04  -3040.300      0.000    104.629    2945
  2946.55000  0.493063E+03  0.963844E+02  0.148796E+02  0.000000E+00 -0.696036E-04  -3039.400      0.000    104.626    2946
  2947.55000  0.493497E+03  0.964805E+02  0.148812E+02  0.000000E+00 -0.696036E-04  -3039.700      0.000    104.624    2947
  2948.55000  0.493726E+03  0.965313E+02  0.148828E+02  0.000000E+00 -0.696036E-04  -3040.700      0.000    104.622    2948
  2949.55000  0.493857E+03  0.965603E+02  0.148844E+02  0.000000E+00 -0.696036E-04  -3042.200      0.000    104.619    2949
  2950.55000  0.493963E+03  0.965838E+02  0.148860E+02  0.000000E+00 -0.696036E-04  -3044.300      0.000    104.617    2950
  2951.55000  0.494029E+03  0.965983E+02  0.148876E+02  0.000000E+00 -0.696036E-04  -3046.100      0.000    104.615    2951
  2952.55000  0.494078E+03  0.966091E+02  0.148892E+02  0.000000E+00 -0.696036E-04  -3047.700      0.000    104.612    2952
  2953.55000  0.494126E+03  0.966200E+02  0.148908E+02  0.000000E+00 -0.696036E-04  -3048.600      0.000    104.610    2953
  2954.55000  0.494175E+03  0.966308E+02  0.148925E+02  0.000000E+00 -0.696036E-04  -3048.600      0.000    104.608    2954
  2955.55000  0.494224E+03  0.966416E+02  0.148940E+02  0.000000E+00 -0.696036E-04  -3048.200      0.000    104.605    2955
  2956.55000  0.494273E+03  0.966525E+02  0.148956E+02  0.000000E+00 -0.696036E-04  -3047.600      0.000    104.603    2956
  2957.55000  0.494322E+03  0.966633E+02  0.148972E+02  0.000000E+00 -0.696036E-04  -3047.000      0.000    104.601    2957
  2958.55000  0.494371E+03  0.966741E+02  0.148988E+02  0.000000E+00 -0.696036E-04  -3046.800      0.000    104.599    2958
  2959.55000  0.494395E+03  0.966796E+02  0.149004E+02  0.000000E+00 -0.696036E-04  -3046.800      0.000    104.596    2959
  2960.55000  0.494395E+03  0.966796E+02  0.149004E+02  0.000000E+00 -0.696036E-04  -2773.516      0.000    104.594    2960
  2961.55000  0.494419E+03  0.966851E+02  0.149035E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.592    2961
  2962.55000  0.494526E+03  0.967086E+02  0.149051E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.589    2962
  2963.55000  0.494796E+03  0.967684E+02  0.149067E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.587    2963
  2964.55000  0.495295E+03  0.968791E+02  0.149083E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.585    2964
  2965.55000  0.496024E+03  0.970403E+02  0.149099E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.582    2965
  2966.55000  0.496941E+03  0.972434E+02  0.149115E+02  0.000000E+00 -0.696036E-04  -3048.900      0.000    104.580    2966
  2967.55000  0.497940E+03  0.974645E+02  0.149131E+02  0.000000E+00 -0.696036E-04  -3046.500      0.000    104.578    2967
  2968.55000  0.498939E+03  0.976856E+02  0.149146E+02  0.000000E+00 -0.696036E-04  -3044.400      0.000    104.575    2968
  2969.55000  0.499872E+03  0.978922E+02  0.149162E+02  0.000000E+00 -0.696036E-04  -3043.000      0.000    104.573    2969
  2970.55000  0.500658E+03  0.980662E+02  0.149178E+02  0.000000E+00 -0.696036E-04  -3042.200      0.000    104.571    2970
  2971.55000  0.501239E+03  0.981948E+02  0.149194E+02  0.000000E+00 -0.696036E-04  -3043.300      0.000    104.568    2971
  2972.55000  0.501551E+03  0.982636E+02  0.149210E+02  0.000000E+00 -0.696036E-04  -3045.500      0.000    104.566    2972
  2973.55000  0.501714E+03  0.983000E+02  0.149226E+02  0.000000E+00 -0.696036E-04  -3048.300      0.000    104.564    2973
  2974.55000  0.501861E+03  0.983326E+02  0.149242E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.561    2974
  2975.55000  0.501993E+03  0.983616E+02  0.149257E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.559    2975
  2976.55000  0.502099E+03  0.983851E+02  0.149273E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.557    2976
  2977.55000  0.502181E+03  0.984033E+02  0.149289E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.554    2977
  2978.55000  0.502246E+03  0.984178E+02  0.149305E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.552    2978
  2979.55000  0.502311E+03  0.984323E+02  0.149321E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.550    2979
  2980.55000  0.502393E+03  0.984504E+02  0.149336E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.547    2980
  2981.55000  0.502458E+03  0.984649E+02  0.149352E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.545    2981
  2982.55000  0.502507E+03  0.984757E+02  0.149368E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.543    2982
  2983.55000  0.502556E+03  0.984866E+02  0.149383E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.540    2983
  2984.55000  0.502580E+03  0.984921E+02  0.149399E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.538    2984
  2985.55000  0.502605E+03  0.984976E+02  0.149415E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.536    2985
  2986.55000  0.502736E+03  0.985266E+02  0.149430E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.534    2986
  2987.55000  0.503047E+03  0.985954E+02  0.149446E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.531    2987
  2988.55000  0.503587E+03  0.987150E+02  0.149462E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.529    2988
  2989.55000  0.504341E+03  0.988818E+02  0.149477E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.527    2989
  2990.55000  0.505257E+03  0.990849E+02  0.149493E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.524    2990
  2991.55000  0.506272E+03  0.993096E+02  0.149508E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.522    2991
  2992.55000  0.507304E+03  0.995381E+02  0.149524E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.520    2992
  2993.55000  0.508294E+03  0.997573E+02  0.149540E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.517    2993
  2994.55000  0.509162E+03  0.999494E+02  0.149555E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.515    2994
  2995.55000  0.509801E+03  0.100091E+03  0.149571E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.513    2995
  2996.55000  0.510129E+03  0.100163E+03  0.149586E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.510    2996
  2997.55000  0.510251E+03  0.100191E+03  0.149601E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.508    2997
  2998.55000  0.510357E+03  0.100214E+03  0.149617E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.506    2998
  2999.55000  0.510489E+03  0.100243E+03  0.149632E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.503    2999
  3000.55000  0.510620E+03  0.100272E+03  0.149648E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.501    3000
  3001.55000  0.510726E+03  0.100296E+03  0.149663E+02  0.000000E+00 -0.696036E-04  -3049.700      0.000    104.499    3001
